match_id,minute,game_version,game_duration,blue_gold,red_gold,gold_diff,blue_xp,red_xp,xp_diff,blue_cs,red_cs,cs_diff,blue_kills,red_kills,kill_diff,blue_towers_destroyed,red_towers_destroyed,tower_diff,blue_dragons,red_dragons,dragon_diff,blue_dragons_to_soul,red_dragons_to_soul,blue_has_soul,red_has_soul,blue_elders,red_elders,blue_heralds,red_heralds,blue_barons,red_barons,blue_inhibs_alive,red_inhibs_alive,blue_nexus_turrets_alive,red_nexus_turrets_alive,blue_win
NA1_5645884792,8,16.18.817.5716,1636,12673,16551,-3878,14232,15918,-1686,220,259,-39,2,9,-7,0,0,0,1,0,1,3,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645884792,9,16.18.817.5716,1636,16041,17887,-1846,16952,17601,-649,254,279,-25,5,10,-5,0,0,0,1,0,1,3,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645884792,10,16.18.817.5716,1636,17814,20210,-2396,19078,20444,-1366,296,315,-19,5,12,-7,0,0,0,1,0,1,3,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645884792,11,16.18.817.5716,1636,19671,22378,-2707,21104,23533,-2429,328,367,-39,6,13,-7,0,0,0,1,0,1,3,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645884792,12,16.18.817.5716,1636,21299,26036,-4737,22670,27684,-5014,357,407,-50,6,16,-10,0,1,-1,1,0,1,3,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645884792,13,16.18.817.5716,1636,23286,28158,-4872,25246,30537,-5291,391,455,-64,7,16,-9,0,2,-2,1,1,0,3,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645884792,14,16.18.817.5716,1636,25391,30286,-4895,27890,32787,-4897,425,484,-59,8,18,-10,0,2,-2,1,1,0,3,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645884792,15,16.18.817.5716,1636,26389,33938,-7549,28888,36899,-8011,442,533,-91,8,20,-12,0,4,-4,1,1,0,3,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645884792,16,16.18.817.5716,1636,31162,35704,-4542,33823,38721,-4898,478,546,-68,12,22,-10,0,4,-4,1,1,0,3,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645884792,17,16.18.817.5716,1636,33125,38098,-4973,36163,42189,-6026,507,585,-78,13,24,-11,0,4,-4,1,1,0,3,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645884792,18,16.18.817.5716,1636,35530,41973,-6443,38965,45410,-6445,522,592,-70,16,29,-13,0,4,-4,1,1,0,3,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645884792,19,16.18.817.5716,1636,38164,44671,-6507,42277,49067,-6790,564,638,-74,17,30,-13,0,4,-4,1,2,-1,3,2,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645884792,20,16.18.817.5716,1636,41725,46280,-4555,46154,50294,-4140,581,650,-69,21,31,-10,0,5,-5,1,2,-1,3,2,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645884792,21,16.18.817.5716,1636,44717,47782,-3065,49731,51569,-1838,602,656,-54,24,32,-8,0,5,-5,1,2,-1,3,2,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645884792,22,16.18.817.5716,1636,46908,49759,-2851,54167,54507,-340,660,685,-25,25,33,-8,0,5,-5,1,2,-1,3,2,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645884792,23,16.18.817.5716,1636,48293,51386,-3093,54833,55981,-1148,674,703,-29,25,34,-9,1,5,-4,1,2,-1,3,2,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645884792,24,16.18.817.5716,1636,49908,54711,-4803,56436,59775,-3339,692,716,-24,26,38,-12,1,5,-4,1,3,-2,3,1,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5645884792,25,16.18.817.5716,1636,53039,58765,-5726,60499,67138,-6639,737,754,-17,28,41,-13,1,6,-5,1,3,-2,3,1,0,0,0,0,0,0,0,1,3,3,2,2,0
NA1_5645884792,26,16.18.817.5716,1636,54381,62502,-8121,62148,70903,-8755,759,791,-32,28,43,-15,1,8,-7,1,3,-2,3,1,0,0,0,0,0,0,0,1,2,3,2,2,0
NA1_5645884792,27,16.18.817.5716,1636,56623,66498,-9875,65608,75844,-10236,769,826,-57,30,47,-17,1,9,-8,1,3,-2,3,1,0,0,0,0,0,0,0,1,0,3,2,2,0
NA1_5645884792,27,16.18.817.5716,1636,57023,67440,-10417,66192,76442,-10250,777,833,-56,30,47,-17,1,9,-8,1,3,-2,3,1,0,0,0,0,0,0,0,1,0,3,0,2,0
NA1_5639554526,0,16.18.816.5012,1593,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5639554526,1,16.18.816.5012,1593,2500,2900,-400,0,42,-42,0,0,0,0,1,-1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5639554526,2,16.18.816.5012,1593,4131,4718,-587,2314,2496,-182,33,38,-5,1,2,-1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5639554526,3,16.18.816.5012,1593,5488,6376,-888,4584,4861,-277,65,72,-7,1,3,-2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5639554526,4,16.18.816.5012,1593,7309,7836,-527,6698,7111,-413,95,112,-17,2,3,-1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5639554526,5,16.18.816.5012,1593,8748,10203,-1455,8935,9996,-1061,137,166,-29,2,4,-2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5639554526,6,16.18.816.5012,1593,11768,12079,-311,11583,11844,-261,176,195,-19,5,5,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5639554526,7,16.18.816.5012,1593,13133,15046,-1913,12981,14865,-1884,188,234,-46,6,9,-3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5639554526,8,16.18.816.5012,1593,15409,16308,-899,15879,16693,-814,237,266,-29,7,9,-2,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5639554526,9,16.18.816.5012,1593,17563,18810,-1247,17847,19310,-1463,257,308,-51,9,11,-2,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5639554526,10,16.18.816.5012,1593,18815,20739,-1924,19554,22139,-2585,287,355,-68,9,12,-3,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5639554526,11,16.18.816.5012,1593,20177,23133,-2956,21542,24705,-3163,324,394,-70,9,13,-4,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5639554526,12,16.18.816.5012,1593,21559,25210,-3651,23445,27807,-4362,358,436,-78,9,14,-5,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5639554526,13,16.18.816.5012,1593,22999,28539,-5540,24951,30450,-5499,383,474,-91,9,15,-6,0,2,-2,0,2,-2,4,2,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5639554526,14,16.18.816.5012,1593,26047,32150,-6103,29128,35109,-5981,413,516,-103,11,19,-8,0,2,-2,0,2,-2,4,2,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5639554526,15,16.18.816.5012,1593,28505,33909,-5404,31482,36465,-4983,436,534,-98,12,20,-8,0,2,-2,0,2,-2,4,2,0,0,0,0,0,0,0,0,3,3,2,2,0
NA1_5639554526,16,16.18.816.5012,1593,31738,36917,-5179,34928,38859,-3931,465,561,-96,15,22,-7,0,3,-3,0,2,-2,4,2,0,0,0,0,0,1,0,0,3,3,2,2,0
NA1_5639554526,17,16.18.816.5012,1593,34896,38642,-3746,37366,41777,-4411,500,608,-108,16,22,-6,1,3,-2,0,2,-2,4,2,0,0,0,0,0,1,0,0,3,3,2,2,0
NA1_5639554526,18,16.18.816.5012,1593,37760,41446,-3686,40097,44961,-4864,531,649,-118,17,24,-7,2,4,-2,0,3,-3,4,1,0,0,0,0,0,1,0,0,3,3,2,2,0
NA1_5639554526,19,16.18.816.5012,1593,39474,46118,-6644,42064,49893,-7829,551,688,-137,18,29,-11,2,5,-3,0,3,-3,4,1,0,0,0,0,0,1,0,0,3,3,2,2,0
NA1_5639554526,20,16.18.816.5012,1593,41189,47921,-6732,44806,52345,-7539,600,728,-128,18,29,-11,2,5,-3,0,3,-3,4,1,0,0,0,0,0,1,0,0,3,3,2,2,0
NA1_5639554526,21,16.18.816.5012,1593,44698,50804,-6106,48695,55963,-7268,618,751,-133,22,33,-11,2,5,-3,0,3,-3,4,1,0,0,0,0,0,1,0,0,3,3,2,2,0
NA1_5639554526,22,16.18.816.5012,1593,47396,51958,-4562,52369,56976,-4607,661,773,-112,23,33,-10,2,5,-3,0,3,-3,4,1,0,0,0,0,0,1,0,0,3,3,2,2,0
NA1_5639554526,23,16.18.816.5012,1593,48379,55921,-7542,53389,62082,-8693,677,812,-135,23,38,-15,2,5,-3,0,3,-3,4,1,0,0,0,0,0,1,0,0,3,3,2,2,0
NA1_5639554526,24,16.18.816.5012,1593,50336,60456,-10120,55694,69138,-13444,694,847,-153,24,41,-17,2,7,-5,0,4,-4,4,0,0,1,0,0,0,1,0,1,3,3,2,2,0
NA1_5639554526,25,16.18.816.5012,1593,52399,62276,-9877,59101,70547,-11446,731,872,-141,25,41,-16,2,8,-6,0,4,-4,4,0,0,1,0,0,0,1,0,1,1,3,2,2,0
NA1_5639554526,26,16.18.816.5012,1593,54754,65344,-10590,62440,75281,-12841,764,913,-149,26,44,-18,2,8,-6,0,4,-4,4,0,0,1,0,0,0,1,0,1,1,3,2,2,0
NA1_5639554526,27,16.18.816.5012,1593,56448,67656,-11208,64899,78263,-13364,765,914,-149,28,47,-19,2,8,-6,0,4,-4,4,0,0,1,0,0,0,1,0,1,1,3,0,2,0
NA1_5642842646,0,16.18.817.5716,2341,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5642842646,1,16.18.817.5716,2341,2540,2505,35,90,0,90,2,0,2,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5642842646,2,16.18.817.5716,2341,3900,3915,-15,2609,2435,174,40,38,2,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5642842646,3,16.18.817.5716,2341,5747,6483,-736,5182,4868,314,72,76,-4,1,2,-1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5642842646,4,16.18.817.5716,2341,7188,8546,-1358,6906,6407,499,97,98,-1,2,4,-2,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5642842646,5,16.18.817.5716,2341,9196,10141,-945,8910,8878,32,132,146,-14,3,4,-1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5642842646,6,16.18.817.5716,2341,10354,11729,-1375,10647,11142,-495,158,184,-26,3,4,-1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5642842646,7,16.18.817.5716,2341,11542,13106,-1564,12165,13045,-880,180,213,-33,3,4,-1,0,0,0,1,0,1,3,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5642842646,8,16.18.817.5716,2341,13483,14317,-834,14502,14920,-418,221,242,-21,4,4,0,0,0,0,1,0,1,3,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5642842646,9,16.18.817.5716,2341,14900,15760,-860,16645,16423,222,259,268,-9,4,4,0,0,0,0,1,0,1,3,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5642842646,10,16.18.817.5716,2341,16554,18652,-2098,18052,18948,-896,281,297,-16,5,7,-2,0,0,0,1,0,1,3,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5642842646,11,16.18.817.5716,2341,18196,20698,-2502,20267,21442,-1175,323,337,-14,5,8,-3,0,0,0,1,0,1,3,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5642842646,12,16.18.817.5716,2341,21070,22645,-1575,23907,23993,-86,365,385,-20,7,8,-1,0,0,0,1,0,1,3,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5642842646,13,16.18.817.5716,2341,23039,25674,-2635,25665,27419,-1754,383,425,-42,7,10,-3,1,1,0,1,1,0,3,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5642842646,14,16.18.817.5716,2341,24738,27304,-2566,27794,29433,-1639,426,461,-35,7,10,-3,1,1,0,1,1,0,3,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5642842646,15,16.18.817.5716,2341,26697,30243,-3546,30312,33232,-2920,460,510,-50,8,12,-4,1,1,0,1,1,0,3,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5642842646,16,16.18.817.5716,2341,28891,31776,-2885,32389,34632,-2243,495,535,-40,8,12,-4,1,2,-1,1,1,0,3,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5642842646,17,16.18.817.5716,2341,31718,34280,-2562,35280,37675,-2395,523,564,-41,10,15,-5,1,2,-1,1,1,0,3,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5642842646,18,16.18.817.5716,2341,32973,35864,-2891,37330,39220,-1890,550,589,-39,10,16,-6,1,2,-1,1,1,0,3,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5642842646,19,16.18.817.5716,2341,37013,38534,-1521,40776,41667,-891,552,598,-46,15,19,-4,1,2,-1,1,1,0,3,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5642842646,20,16.18.817.5716,2341,38573,40767,-2194,42600,44831,-2231,570,629,-59,16,21,-5,1,2,-1,2,1,1,2,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5642842646,21,16.18.817.5716,2341,40359,43054,-2695,45955,47034,-1079,622,669,-47,16,21,-5,1,3,-2,2,1,1,2,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5642842646,22,16.18.817.5716,2341,42832,45518,-2686,49192,50694,-1502,661,707,-46,17,22,-5,2,3,-1,2,1,1,2,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5642842646,23,16.18.817.5716,2341,44185,48260,-4075,50706,53787,-3081,693,743,-50,17,24,-7,2,4,-2,2,1,1,2,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5642842646,24,16.18.817.5716,2341,45551,51790,-6239,51759,57142,-5383,697,766,-69,18,27,-9,2,5,-3,2,1,1,2,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5642842646,25,16.18.817.5716,2341,47644,52983,-5339,54617,57802,-3185,708,775,-67,20,27,-7,2,6,-4,3,1,2,1,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5642842646,26,16.18.817.5716,2341,49350,54014,-4664,56373,58306,-1933,727,786,-59,21,27,-6,2,6,-4,3,1,2,1,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5642842646,27,16.18.817.5716,2341,51566,56690,-5124,58096,63593,-5497,755,807,-52,21,28,-7,3,6,-3,3,1,2,1,3,0,0,0,0,0,0,0,1,3,3,2,2,1
NA1_5642842646,28,16.18.817.5716,2341,53440,59676,-6236,60589,67408,-6819,769,847,-78,23,30,-7,3,6,-3,3,1,2,1,3,0,0,0,0,0,0,0,1,3,3,2,2,1
NA1_5642842646,29,16.18.817.5716,2341,57278,61158,-3880,64733,68481,-3748,802,864,-62,25,30,-5,3,7,-4,3,1,2,1,3,0,0,0,0,0,0,0,1,3,3,2,2,1
NA1_5642842646,30,16.18.817.5716,2341,58937,62346,-3409,67020,69468,-2448,818,881,-63,26,30,-4,3,7,-4,3,1,2,1,3,0,0,0,0,0,0,0,1,3,3,2,2,1
NA1_5642842646,31,16.18.817.5716,2341,63792,63811,-19,71365,70817,548,832,887,-55,30,31,-1,6,7,-1,3,2,1,1,2,0,0,0,0,0,0,0,1,3,3,2,2,1
NA1_5642842646,32,16.18.817.5716,2341,65360,66532,-1172,73395,74036,-641,865,910,-45,30,33,-3,6,7,-1,3,2,1,1,2,0,0,0,0,0,0,0,1,3,3,2,2,1
NA1_5642842646,33,16.18.817.5716,2341,67331,69262,-1931,75754,77391,-1637,874,936,-62,32,35,-3,6,7,-1,3,2,1,1,2,0,0,0,0,0,0,0,1,3,3,2,2,1
NA1_5642842646,34,16.18.817.5716,2341,68972,71212,-2240,77766,79799,-2033,886,968,-82,33,36,-3,6,7,-1,3,2,1,1,2,0,0,0,0,0,0,0,1,3,3,2,2,1
NA1_5642842646,35,16.18.817.5716,2341,70519,73146,-2627,79810,82314,-2504,903,985,-82,34,37,-3,6,7,-1,3,2,1,1,2,0,0,0,0,0,0,0,1,3,3,2,2,1
NA1_5642842646,36,16.18.817.5716,2341,71807,74878,-3071,81258,83469,-2211,926,994,-68,34,38,-4,6,7,-1,3,2,1,1,2,0,0,0,0,0,0,0,1,3,3,2,2,1
NA1_5642842646,37,16.18.817.5716,2341,73135,76745,-3610,82961,85942,-2981,944,1015,-71,35,39,-4,6,7,-1,3,3,0,1,1,0,0,0,0,0,0,0,1,3,3,2,2,1
NA1_5642842646,38,16.18.817.5716,2341,75540,78679,-3139,88924,88263,661,977,1061,-84,35,39,-4,6,7,-1,3,3,0,1,1,0,0,0,0,0,0,1,1,3,3,2,2,1
NA1_5642842646,39,16.18.817.5716,2341,80190,79378,812,95076,88263,6813,997,1062,-65,40,39,1,6,7,-1,3,3,0,1,1,0,0,0,0,0,0,1,1,3,2,2,0,1
NA1_5642842646,39,16.18.817.5716,2341,80190,79378,812,95076,88263,6813,997,1062,-65,40,39,1,6,7,-1,3,3,0,1,1,0,0,0,0,0,0,1,1,3,2,2,0,1
NA1_5645631228,0,16.18.817.5716,1568,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645631228,1,16.18.817.5716,1568,2525,2520,5,62,0,62,1,1,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645631228,2,16.18.817.5716,1568,3903,3707,196,2636,2156,480,41,30,11,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645631228,3,16.18.817.5716,1568,5355,5535,-180,4765,4979,-214,80,68,12,0,1,-1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645631228,4,16.18.817.5716,1568,7315,7148,167,6984,7239,-255,119,107,12,1,1,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645631228,5,16.18.817.5716,1568,9169,8558,611,8867,8427,440,145,124,21,3,2,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645631228,6,16.18.817.5716,1568,11592,10340,1252,11826,10624,1202,179,158,21,6,3,3,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645631228,7,16.18.817.5716,1568,13218,11724,1494,13576,12599,977,203,193,10,7,3,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645631228,8,16.18.817.5716,1568,14987,13046,1941,16244,14658,1586,249,227,22,8,3,5,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645631228,9,16.18.817.5716,1568,16945,14166,2779,18826,15967,2859,282,246,36,10,3,7,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645631228,10,16.18.817.5716,1568,18339,16674,1665,20745,18556,2189,315,290,25,10,4,6,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645631228,11,16.18.817.5716,1568,19837,19383,454,23256,21179,2077,359,323,36,10,6,4,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645631228,12,16.18.817.5716,1568,21531,22636,-1105,24759,23911,848,381,362,19,11,7,4,0,1,-1,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645631228,13,16.18.817.5716,1568,23697,24170,-473,28693,25673,3020,428,392,36,12,7,5,0,1,-1,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645631228,14,16.18.817.5716,1568,27624,25217,2407,31882,26681,5201,461,409,52,16,7,9,1,1,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645631228,15,16.18.817.5716,1568,28779,27643,1136,33323,29591,3732,482,447,35,16,8,8,1,1,0,1,0,1,3,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5645631228,16,16.18.817.5716,1568,30536,29554,982,36132,33615,2517,527,502,25,16,8,8,1,1,0,1,0,1,3,4,0,0,0,0,1,0,0,0,3,3,2,2,1
NA1_5645631228,17,16.18.817.5716,1568,32198,31161,1037,39192,35762,3430,555,537,18,17,8,9,1,1,0,1,0,1,3,4,0,0,0,0,1,0,0,0,3,3,2,2,1
NA1_5645631228,18,16.18.817.5716,1568,34032,34431,-399,41328,38356,2972,579,556,23,18,10,8,1,2,-1,1,0,1,3,4,0,0,0,0,1,0,0,0,3,3,2,2,1
NA1_5645631228,19,16.18.817.5716,1568,36052,36602,-550,43630,41063,2567,623,599,24,18,10,8,2,3,-1,1,0,1,3,4,0,0,0,0,1,0,0,0,3,3,2,2,1
NA1_5645631228,20,16.18.817.5716,1568,37777,39867,-2090,45877,44473,1404,652,642,10,19,11,8,2,4,-2,2,0,2,2,4,0,0,0,0,1,0,0,0,3,3,2,2,1
NA1_5645631228,21,16.18.817.5716,1568,40437,41288,-851,49478,46359,3119,690,675,15,21,11,10,2,4,-2,2,0,2,2,4,0,0,0,0,1,0,0,0,3,3,2,2,1
NA1_5645631228,22,16.18.817.5716,1568,43164,42828,336,52809,47616,5193,710,681,29,24,12,12,2,4,-2,2,0,2,2,4,0,0,0,0,1,0,0,0,3,3,2,2,1
NA1_5645631228,23,16.18.817.5716,1568,45929,45391,538,55190,50986,4204,734,706,28,26,14,12,3,4,-1,2,0,2,2,4,0,0,0,0,1,0,0,0,3,3,2,2,1
NA1_5645631228,24,16.18.817.5716,1568,49454,46230,3224,61662,51630,10032,754,716,38,29,14,15,3,4,-1,2,0,2,2,4,0,0,0,0,1,0,1,0,3,3,2,2,1
NA1_5645631228,25,16.18.817.5716,1568,51163,47545,3618,63460,53366,10094,782,738,44,29,14,15,3,4,-1,2,1,1,2,3,0,0,0,0,1,0,1,0,3,3,2,2,1
NA1_5645631228,26,16.18.817.5716,1568,53591,50102,3489,65567,56633,8934,799,751,48,30,16,14,4,4,0,2,1,1,2,3,0,0,0,0,1,0,1,0,3,2,2,0,1
NA1_5645631228,26,16.18.817.5716,1568,53675,51089,2586,65567,57575,7992,799,754,45,30,17,13,4,4,0,2,1,1,2,3,0,0,0,0,1,0,1,0,3,2,2,0,1
NA1_5644957010,0,16.18.817.5716,1427,2500,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5644957010,1,16.18.817.5716,1427,2510,2570,-60,0,186,-186,0,3,-3,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5644957010,2,16.18.817.5716,1427,3815,3983,-168,2485,2684,-199,36,46,-10,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5644957010,3,16.18.817.5716,1427,5323,5906,-583,5009,5199,-190,78,82,-4,0,1,-1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5644957010,4,16.18.817.5716,1427,7384,7199,185,6471,6835,-364,100,116,-16,2,1,1,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5644957010,5,16.18.817.5716,1427,8573,8862,-289,8435,9216,-781,123,154,-31,2,2,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5644957010,6,16.18.817.5716,1427,10408,10728,-320,10666,11089,-423,157,189,-32,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5644957010,7,16.18.817.5716,1427,12158,12764,-606,12632,12885,-253,183,215,-32,4,4,0,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5644957010,8,16.18.817.5716,1427,14045,14224,-179,15345,14440,905,220,243,-23,6,5,1,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5644957010,9,16.18.817.5716,1427,15863,15729,134,17538,16046,1492,250,266,-16,7,6,1,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5644957010,10,16.18.817.5716,1427,17649,18317,-668,19710,18593,1117,291,293,-2,7,9,-2,0,0,0,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5644957010,11,16.18.817.5716,1427,20344,20827,-483,22409,20793,1616,327,327,0,7,10,-3,1,0,1,0,1,-1,4,3,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5644957010,12,16.18.817.5716,1427,21898,23677,-1779,24669,23044,1625,362,358,4,7,12,-5,2,2,0,0,2,-2,4,2,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5644957010,13,16.18.817.5716,1427,23431,26423,-2992,26929,25706,1223,381,391,-10,8,15,-7,2,2,0,0,2,-2,4,2,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5644957010,14,16.18.817.5716,1427,25803,28708,-2905,29273,28755,518,409,422,-13,9,18,-9,2,2,0,0,2,-2,4,2,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5644957010,15,16.18.817.5716,1427,28719,30646,-1927,32157,32674,-517,432,449,-17,11,20,-9,2,2,0,0,2,-2,4,2,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5644957010,16,16.18.817.5716,1427,32367,31884,483,35664,34120,1544,458,474,-16,15,20,-5,2,2,0,0,2,-2,4,2,0,0,0,0,0,0,0,0,3,3,2,2,1
NA1_5644957010,17,16.18.817.5716,1427,34353,33719,634,37224,37051,173,480,512,-32,15,21,-6,2,2,0,0,2,-2,4,2,0,0,0,0,1,0,0,0,3,3,2,2,1
NA1_5644957010,18,16.18.817.5716,1427,37463,35515,1948,41369,39317,2052,513,538,-25,18,22,-4,2,2,0,0,3,-3,4,1,0,0,0,0,1,0,0,0,3,3,2,2,1
NA1_5644957010,19,16.18.817.5716,1427,39795,36858,2937,44110,41634,2476,559,573,-14,18,22,-4,3,2,1,0,3,-3,4,1,0,0,0,0,1,0,0,0,3,3,2,2,1
NA1_5644957010,20,16.18.817.5716,1427,43332,39370,3962,48086,44714,3372,587,598,-11,22,24,-2,3,2,1,0,3,-3,4,1,0,0,0,0,1,0,0,0,3,3,2,2,1
NA1_5644957010,21,16.18.817.5716,1427,45826,41620,4206,51135,48436,2699,627,650,-23,23,25,-2,4,2,2,0,3,-3,4,1,0,0,0,0,1,0,0,0,3,3,2,2,1
